CaseID;Prefix length;Ground truth;Predicted
1374;2;b'Resolve ticket';b'Resolve ticket'
1375;2;b'Resolve ticket';b'Resolve ticket'
1376;2;b'Wait';b'Resolve ticket'
1377;2;b'Resolve ticket';b'Resolve ticket'
1378;2;b'Resolve ticket';b'Resolve ticket'
1379;2;b'Wait';b'Resolve ticket'
1380;2;b'Take in charge ticket';b'Take in charge ticket'
1381;2;b'Resolve ticket';b'Resolve ticket'
1382;2;b'Resolve ticket';b'Resolve ticket'
1383;2;b'Resolve ticket';b'Closed'
1384;2;b'Take in charge ticket';b'Take in charge ticket'
1385;2;b'Resolve ticket';b'Resolve ticket'
1386;2;b'Wait';b'Resolve ticket'
1387;2;b'Require upgrade';b'Resolve ticket'
1388;2;b'Resolve ticket';b'Resolve ticket'
1389;2;b'Wait';b'Resolve ticket'
1390;2;b'Take in charge ticket';b'Take in charge ticket'
1391;2;b'Resolve ticket';b'Resolve ticket'
1392;2;b'Take in charge ticket';b'Take in charge ticket'
1393;2;b'Resolve ticket';b'Resolve ticket'
1394;2;b'Take in charge ticket';b'Take in charge ticket'
1395;2;b'Resolve ticket';b'Resolve ticket'
1396;2;b'Wait';b'Resolve ticket'
1397;2;b'Wait';b'Resolve ticket'
1398;2;b'Resolve ticket';b'Resolve ticket'
1399;2;b'Resolve ticket';b'Resolve ticket'
1400;2;b'Wait';b'Resolve ticket'
1401;2;b'Take in charge ticket';b'Take in charge ticket'
1402;2;b'Take in charge ticket';b'Take in charge ticket'
1403;2;b'Resolve ticket';b'Resolve ticket'
1404;2;b'Resolve ticket';b'Resolve ticket'
1405;2;b'Resolve ticket';b'Resolve ticket'
1406;2;b'Wait';b'Resolve ticket'
1407;2;b'Resolve ticket';b'Resolve ticket'
1408;2;b'Resolve ticket';b'Resolve ticket'
1409;2;b'Resolve ticket';b'Resolve ticket'
1410;2;b'Wait';b'Resolve ticket'
1411;2;b'Resolve ticket';b'Resolve ticket'
1412;2;b'Take in charge ticket';b'Resolve ticket'
1413;2;b'Wait';b'Resolve ticket'
1414;2;b'Resolve ticket';b'Resolve ticket'
1415;2;b'Resolve ticket';b'Resolve ticket'
1416;2;b'Resolve ticket';b'Resolve ticket'
1417;2;b'Resolve ticket';b'Resolve ticket'
1418;2;b'Wait';b'Resolve ticket'
1419;2;b'Schedule intervention';b'Resolve ticket'
1420;2;b'Resolve ticket';b'Resolve ticket'
1421;2;b'Take in charge ticket';b'Take in charge ticket'
1422;2;b'Wait';b'Resolve ticket'
1423;2;b'Resolve ticket';b'Resolve ticket'
1424;2;b'Resolve ticket';b'Resolve ticket'
1425;2;b'Resolve ticket';b'Resolve ticket'
1426;2;b'Resolve ticket';b'Resolve ticket'
1427;2;b'Wait';b'Resolve ticket'
1428;2;b'Wait';b'Resolve ticket'
1429;2;b'Resolve ticket';b'Resolve ticket'
1430;2;b'Take in charge ticket';b'Resolve ticket'
1431;2;b'Resolve ticket';b'Resolve ticket'
1432;2;b'Wait';b'Resolve ticket'
1433;2;b'Resolve ticket';b'Resolve ticket'
1434;2;b'Closed';b'Closed'
1435;2;b'Wait';b'Resolve ticket'
1436;2;b'Resolve ticket';b'Resolve ticket'
1437;2;b'Resolve ticket';b'Resolve ticket'
1438;2;b'Resolve ticket';b'Resolve ticket'
1439;2;b'Resolve ticket';b'Resolve ticket'
1440;2;b'Resolve ticket';b'Resolve ticket'
1441;2;b'Assign seriousness';b'Take in charge ticket'
1442;2;b'Closed';b'Closed'
1443;2;b'Resolve ticket';b'Resolve ticket'
1444;2;b'Resolve ticket';b'Resolve ticket'
1445;2;b'Assign seriousness';b'Take in charge ticket'
1446;2;b'Resolve ticket';b'Resolve ticket'
1447;2;b'Wait';b'Resolve ticket'
1448;2;b'Take in charge ticket';b'Take in charge ticket'
1449;2;b'Wait';b'Resolve ticket'
1450;2;b'Require upgrade';b'Resolve ticket'
1451;2;b'Resolve ticket';b'Resolve ticket'
1452;2;b'Resolve ticket';b'Resolve ticket'
1453;2;b'Resolve ticket';b'Resolve ticket'
1454;2;b'Resolve ticket';b'Resolve ticket'
1455;2;b'Take in charge ticket';b'Resolve ticket'
1456;2;b'Wait';b'Resolve ticket'
1457;2;b'Closed';b'Closed'
1458;2;b'Resolve ticket';b'Resolve ticket'
1459;2;b'Wait';b'Resolve ticket'
1460;2;b'Resolve ticket';b'Resolve ticket'
1461;2;b'Wait';b'Resolve ticket'
1462;2;b'Take in charge ticket';b'Take in charge ticket'
1463;2;b'Wait';b'Resolve ticket'
1464;2;b'Wait';b'Resolve ticket'
1465;2;b'Resolve ticket';b'Resolve ticket'
1466;2;b'Resolve ticket';b'Resolve ticket'
1467;2;b'Take in charge ticket';b'Take in charge ticket'
1468;2;b'Resolve ticket';b'Resolve ticket'
1469;2;b'Resolve ticket';b'Resolve ticket'
1470;2;b'Require upgrade';b'Resolve ticket'
1471;2;b'Wait';b'Resolve ticket'
1472;2;b'Resolve ticket';b'Closed'
1473;2;b'Resolve ticket';b'Resolve ticket'
1474;2;b'Wait';b'Resolve ticket'
1475;2;b'Wait';b'Resolve ticket'
1476;2;b'Resolve ticket';b'Resolve ticket'
1477;2;b'Take in charge ticket';b'Take in charge ticket'
1478;2;b'Resolve ticket';b'Resolve ticket'
1479;2;b'Resolve ticket';b'Resolve ticket'
1480;2;b'Resolve ticket';b'Resolve ticket'
1481;2;b'Resolve ticket';b'Resolve ticket'
1482;2;b'Resolve ticket';b'Resolve ticket'
1483;2;b'Wait';b'Resolve ticket'
1484;2;b'Resolve ticket';b'Resolve ticket'
1485;2;b'Resolve ticket';b'Resolve ticket'
1486;2;b'Resolve ticket';b'Resolve ticket'
1487;2;b'Resolve ticket';b'Resolve ticket'
1488;2;b'Resolve ticket';b'Resolve ticket'
1489;2;b'Closed';b'Closed'
1490;2;b'Wait';b'Resolve ticket'
1491;2;b'Assign seriousness';b'Take in charge ticket'
1492;2;b'Resolve ticket';b'Resolve ticket'
1493;2;b'Take in charge ticket';b'Take in charge ticket'
1494;2;b'Require upgrade';b'Resolve ticket'
1495;2;b'Take in charge ticket';b'Take in charge ticket'
1496;2;b'Resolve ticket';b'Closed'
1497;2;b'Resolve ticket';b'Resolve ticket'
1498;2;b'Wait';b'Resolve ticket'
1499;2;b'Resolve ticket';b'Closed'
1500;2;b'Resolve ticket';b'Closed'
1501;2;b'Wait';b'Resolve ticket'
1502;2;b'Resolve ticket';b'Resolve ticket'
1503;2;b'Resolve ticket';b'Resolve ticket'
1504;2;b'Resolve ticket';b'Resolve ticket'
1505;2;b'Wait';b'Take in charge ticket'
1506;2;b'Wait';b'Resolve ticket'
1507;2;b'Resolve ticket';b'Resolve ticket'
1508;2;b'Wait';b'Resolve ticket'
1509;2;b'Wait';b'Resolve ticket'
1510;2;b'Resolve ticket';b'Resolve ticket'
1511;2;b'Resolve ticket';b'Resolve ticket'
1512;2;b'Take in charge ticket';b'Take in charge ticket'
1513;2;b'Resolve ticket';b'Resolve ticket'
1514;2;b'Resolve ticket';b'Resolve ticket'
1515;2;b'Assign seriousness';b'Take in charge ticket'
1516;2;b'Resolve ticket';b'Resolve ticket'
1517;2;b'Take in charge ticket';b'Take in charge ticket'
1518;2;b'Resolve ticket';b'Closed'
1519;2;b'Resolve ticket';b'Resolve ticket'
1520;2;b'Resolve ticket';b'Resolve ticket'
1521;2;b'Resolve ticket';b'Resolve ticket'
1522;2;b'Resolve ticket';b'Resolve ticket'
1523;2;b'Resolve ticket';b'Resolve ticket'
1524;2;b'Closed';b'Closed'
1525;2;b'Wait';b'Resolve ticket'
1526;2;b'Take in charge ticket';b'Take in charge ticket'
1527;2;b'Assign seriousness';b'Take in charge ticket'
1528;2;b'Resolve ticket';b'Resolve ticket'
1529;2;b'Take in charge ticket';b'Take in charge ticket'
1530;2;b'Resolve ticket';b'Resolve ticket'
1531;2;b'Resolve ticket';b'Resolve ticket'
1532;2;b'Take in charge ticket';b'Resolve ticket'
1533;2;b'Resolve ticket';b'Resolve ticket'
1534;2;b'Assign seriousness';b'Take in charge ticket'
1535;2;b'Resolve ticket';b'Resolve ticket'
1536;2;b'Wait';b'Resolve ticket'
1537;2;b'Resolve ticket';b'Resolve ticket'
1538;2;b'Wait';b'Resolve ticket'
1539;2;b'Take in charge ticket';b'Take in charge ticket'
1540;2;b'Take in charge ticket';b'Take in charge ticket'
1541;2;b'Resolve ticket';b'Resolve ticket'
1542;2;b'Wait';b'Resolve ticket'
1543;2;b'Closed';b'Closed'
1544;2;b'Resolve ticket';b'Resolve ticket'
1545;2;b'Wait';b'Resolve ticket'
1546;2;b'Resolve ticket';b'Resolve ticket'
1547;2;b'Resolve ticket';b'Resolve ticket'
1548;2;b'Resolve ticket';b'Resolve ticket'
1549;2;b'Closed';b'Closed'
1550;2;b'Resolve ticket';b'Resolve ticket'
1551;2;b'Resolve ticket';b'Resolve ticket'
1552;2;b'Resolve ticket';b'Resolve ticket'
1553;2;b'Resolve ticket';b'Resolve ticket'
1554;2;b'Resolve ticket';b'Resolve ticket'
1555;2;b'Resolve ticket';b'Resolve ticket'
1556;2;b'Take in charge ticket';b'Take in charge ticket'
1557;2;b'Resolve ticket';b'Resolve ticket'
1558;2;b'Resolve ticket';b'Resolve ticket'
1559;2;b'Resolve ticket';b'Resolve ticket'
1560;2;b'Resolve ticket';b'Resolve ticket'
1561;2;b'Wait';b'Resolve ticket'
1562;2;b'Resolve ticket';b'Resolve ticket'
1563;2;b'Resolve ticket';b'Resolve ticket'
1564;2;b'Resolve ticket';b'Resolve ticket'
1565;2;b'Resolve ticket';b'Resolve ticket'
1566;2;b'Wait';b'Resolve ticket'
1567;2;b'Resolve ticket';b'Resolve ticket'
1568;2;b'Resolve ticket';b'Resolve ticket'
1569;2;b'Resolve ticket';b'Resolve ticket'
1570;2;b'Wait';b'Resolve ticket'
1571;2;b'Take in charge ticket';b'Take in charge ticket'
1572;2;b'Closed';b'Closed'
1573;2;b'Resolve ticket';b'Resolve ticket'
1574;2;b'Wait';b'Resolve ticket'
1575;2;b'Resolve ticket';b'Resolve ticket'
1576;2;b'Assign seriousness';b'Take in charge ticket'
1577;2;b'Resolve ticket';b'Resolve ticket'
1578;2;b'Resolve ticket';b'Resolve ticket'
1579;2;b'Wait';b'Resolve ticket'
1580;2;b'Resolve ticket';b'Resolve ticket'
1581;2;b'Resolve ticket';b'Resolve ticket'
1582;2;b'Resolve ticket';b'Resolve ticket'
1583;2;b'Resolve ticket';b'Resolve ticket'
1584;2;b'Resolve ticket';b'Resolve ticket'
1585;2;b'Resolve ticket';b'Resolve ticket'
1586;2;b'Wait';b'Resolve ticket'
1587;2;b'Resolve ticket';b'Resolve ticket'
1588;2;b'Resolve ticket';b'Resolve ticket'
1589;2;b'Resolve ticket';b'Resolve ticket'
1590;2;b'Resolve ticket';b'Resolve ticket'
1591;2;b'Wait';b'Resolve ticket'
1592;2;b'Resolve ticket';b'Resolve ticket'
1593;2;b'Resolve ticket';b'Resolve ticket'
1594;2;b'Wait';b'Resolve ticket'
1595;2;b'Resolve ticket';b'Resolve ticket'
1596;2;b'Resolve ticket';b'Resolve ticket'
1597;2;b'Resolve ticket';b'Resolve ticket'
1598;2;b'Resolve ticket';b'Resolve ticket'
1599;2;b'Resolve ticket';b'Resolve ticket'
1600;2;b'Resolve ticket';b'Resolve ticket'
1601;2;b'Resolve ticket';b'Resolve ticket'
1602;2;b'Resolve ticket';b'Closed'
1603;2;b'Wait';b'Resolve ticket'
1604;2;b'Take in charge ticket';b'Resolve ticket'
1605;2;b'Wait';b'Resolve ticket'
1606;2;b'Resolve ticket';b'Resolve ticket'
1607;2;b'Resolve ticket';b'Resolve ticket'
1608;2;b'Wait';b'Resolve ticket'
1609;2;b'Resolve ticket';b'Resolve ticket'
1610;2;b'Take in charge ticket';b'Take in charge ticket'
1611;2;b'Resolve ticket';b'Resolve ticket'
1612;2;b'Resolve ticket';b'Resolve ticket'
1613;2;b'Resolve ticket';b'Resolve ticket'
1614;2;b'Wait';b'Resolve ticket'
1615;2;b'Resolve ticket';b'Resolve ticket'
1616;2;b'Take in charge ticket';b'Take in charge ticket'
1617;2;b'Resolve ticket';b'Resolve ticket'
1618;2;b'Resolve ticket';b'Closed'
1619;2;b'Wait';b'Resolve ticket'
1620;2;b'Resolve ticket';b'Resolve ticket'
1621;2;b'Take in charge ticket';b'Take in charge ticket'
1622;2;b'Resolve ticket';b'Resolve ticket'
1623;2;b'Resolve ticket';b'Resolve ticket'
1624;2;b'Resolve ticket';b'Resolve ticket'
1625;2;b'Resolve ticket';b'Resolve ticket'
1626;2;b'Resolve ticket';b'Resolve ticket'
1627;2;b'Resolve ticket';b'Resolve ticket'
1628;2;b'Assign seriousness';b'Take in charge ticket'
1629;2;b'Resolve ticket';b'Resolve ticket'
1630;2;b'Resolve ticket';b'Resolve ticket'
1631;2;b'Resolve ticket';b'Resolve ticket'
1632;2;b'Take in charge ticket';b'Take in charge ticket'
1633;2;b'Resolve ticket';b'Resolve ticket'
1634;2;b'Resolve ticket';b'Resolve ticket'
1635;2;b'Resolve ticket';b'Resolve ticket'
1636;2;b'Resolve ticket';b'Closed'
1637;2;b'Resolve ticket';b'Resolve ticket'
1638;2;b'Resolve ticket';b'Resolve ticket'
1639;2;b'Resolve ticket';b'Resolve ticket'
1640;2;b'Assign seriousness';b'Take in charge ticket'
1641;2;b'Wait';b'Resolve ticket'
1642;2;b'Resolve ticket';b'Take in charge ticket'
1643;2;b'Resolve ticket';b'Resolve ticket'
1644;2;b'Closed';b'Closed'
1645;2;b'Resolve ticket';b'Resolve ticket'
1646;2;b'Resolve ticket';b'Resolve ticket'
1647;2;b'Resolve ticket';b'Resolve ticket'
1648;2;b'Resolve ticket';b'Resolve ticket'
1649;2;b'Create SW anomaly';b'Take in charge ticket'
1650;2;b'Wait';b'Resolve ticket'
1651;2;b'Take in charge ticket';b'Take in charge ticket'
1652;2;b'Resolve ticket';b'Resolve ticket'
1653;2;b'Resolve ticket';b'Resolve ticket'
1654;2;b'Resolve ticket';b'Resolve ticket'
1655;2;b'Closed';b'Closed'
1656;2;b'Resolve ticket';b'Resolve ticket'
1657;2;b'Require upgrade';b'Resolve ticket'
1658;2;b'Take in charge ticket';b'Take in charge ticket'
1659;2;b'Resolve ticket';b'Resolve ticket'
1660;2;b'Resolve ticket';b'Resolve ticket'
1661;2;b'Take in charge ticket';b'Take in charge ticket'
1662;2;b'Closed';b'Closed'
1663;2;b'Closed';b'Closed'
1664;2;b'Resolve ticket';b'Resolve ticket'
1665;2;b'Wait';b'Resolve ticket'
1666;2;b'Resolve ticket';b'Resolve ticket'
1667;2;b'Resolve ticket';b'Resolve ticket'
1668;2;b'Resolve ticket';b'Resolve ticket'
1669;2;b'Wait';b'Resolve ticket'
1670;2;b'Resolve ticket';b'Resolve ticket'
1671;2;b'Wait';b'Resolve ticket'
1672;2;b'Resolve ticket';b'Resolve ticket'
1673;2;b'Wait';b'Resolve ticket'
1674;2;b'Resolve ticket';b'Resolve ticket'
1675;2;b'Take in charge ticket';b'Take in charge ticket'
1676;2;b'Resolve ticket';b'Resolve ticket'
1677;2;b'Closed';b'Closed'
1678;2;b'Wait';b'Resolve ticket'
1679;2;b'Wait';b'Resolve ticket'
1680;2;b'Wait';b'Resolve ticket'
1681;2;b'Resolve ticket';b'Resolve ticket'
1682;2;b'Resolve ticket';b'Resolve ticket'
1683;2;b'Take in charge ticket';b'Take in charge ticket'
1684;2;b'Wait';b'Resolve ticket'
1685;2;b'Resolve ticket';b'Closed'
1686;2;b'Resolve ticket';b'Resolve ticket'
1687;2;b'Wait';b'Resolve ticket'
1688;2;b'Wait';b'Resolve ticket'
1689;2;b'Wait';b'Resolve ticket'
1690;2;b'Take in charge ticket';b'Take in charge ticket'
1691;2;b'Wait';b'Resolve ticket'
1692;2;b'Take in charge ticket';b'Resolve ticket'
1693;2;b'Resolve ticket';b'Resolve ticket'
1694;2;b'Resolve ticket';b'Resolve ticket'
1695;2;b'Resolve ticket';b'Resolve ticket'
1696;2;b'Wait';b'Resolve ticket'
1697;2;b'Resolve ticket';b'Resolve ticket'
1698;2;b'Resolve ticket';b'Resolve ticket'
1699;2;b'Resolve ticket';b'Resolve ticket'
1700;2;b'Take in charge ticket';b'Take in charge ticket'
1701;2;b'Wait';b'Resolve ticket'
1702;2;b'Resolve ticket';b'Resolve ticket'
