CaseID;Prefix length;Ground truth;Predicted
14964;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14965;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14966;2;b'Receive Order Confirmation';b'Record Goods Receipt'
14967;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14968;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14969;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14970;2;b'Record Goods Receipt';b'Record Goods Receipt'
14971;2;b'!';b'!'
14972;2;b'!';b'!'
14973;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14974;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14975;2;b'Clear Invoice';b'Clear Invoice'
14976;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14977;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14978;2;b'Remove Payment Block';b'Clear Invoice'
14979;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14980;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14981;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14982;2;b'Clear Invoice';b'Clear Invoice'
14983;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14984;2;b'Clear Invoice';b'Clear Invoice'
14985;2;b'Record Goods Receipt';b'Record Goods Receipt'
14986;2;b'Record Goods Receipt';b'Record Goods Receipt'
14987;2;b'Record Goods Receipt';b'Record Goods Receipt'
14988;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14989;2;b'Record Goods Receipt';b'Record Goods Receipt'
14990;2;b'Record Goods Receipt';b'Record Invoice Receipt'
14991;2;b'Clear Invoice';b'Clear Invoice'
14992;2;b'Change Approval for Purchase Order';b'Record Goods Receipt'
14993;2;b'Clear Invoice';b'Clear Invoice'
14994;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
14995;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14996;2;b'Block Purchase Order Item';b'Record Goods Receipt'
14997;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
14998;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14999;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15000;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15001;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15002;2;b'Record Goods Receipt';b'Clear Invoice'
15003;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15004;2;b'Clear Invoice';b'Clear Invoice'
15005;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15006;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15007;2;b'Clear Invoice';b'Clear Invoice'
15008;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15009;2;b'Clear Invoice';b'Clear Invoice'
15010;2;b'Record Goods Receipt';b'Clear Invoice'
15011;2;b'Clear Invoice';b'Clear Invoice'
15012;2;b'Clear Invoice';b'Clear Invoice'
15013;2;b'Record Goods Receipt';b'Record Goods Receipt'
15014;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15015;2;b'Clear Invoice';b'Clear Invoice'
15016;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15017;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15018;2;b'Record Goods Receipt';b'Record Goods Receipt'
15019;2;b'Record Goods Receipt';b'Record Goods Receipt'
15020;2;b'Clear Invoice';b'Clear Invoice'
15021;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15022;2;b'!';b'Clear Invoice'
15023;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15024;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15025;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15026;2;b'!';b'!'
15027;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15028;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15029;2;b'!';b'Record Goods Receipt'
15030;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15032;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15033;2;b'Record Goods Receipt';b'Record Goods Receipt'
15034;2;b'Change Price';b'Record Goods Receipt'
15035;2;b'Record Goods Receipt';b'Record Goods Receipt'
15036;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15037;2;b'!';b'Record Invoice Receipt'
15038;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15039;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15040;2;b'Record Goods Receipt';b'Record Goods Receipt'
15041;2;b'Clear Invoice';b'Clear Invoice'
15042;2;b'Record Invoice Receipt';b'Record Goods Receipt'
15043;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
15044;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15045;2;b'!';b'Record Goods Receipt'
15046;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15047;2;b'Receive Order Confirmation';b'Record Goods Receipt'
15048;2;b'!';b'Record Invoice Receipt'
15049;2;b'Record Goods Receipt';b'Record Goods Receipt'
15050;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15051;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15052;2;b'Clear Invoice';b'Clear Invoice'
15053;2;b'Change Approval for Purchase Order';b'Record Goods Receipt'
15054;2;b'Record Goods Receipt';b'Clear Invoice'
15055;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15057;2;b'Record Goods Receipt';b'Record Goods Receipt'
15058;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15059;2;b'Update Order Confirmation';b'Record Goods Receipt'
15060;2;b'Record Invoice Receipt';b'Record Goods Receipt'
15061;2;b'Record Goods Receipt';b'Record Goods Receipt'
15062;2;b'Clear Invoice';b'Clear Invoice'
15063;2;b'Record Goods Receipt';b'Record Goods Receipt'
15064;2;b'Remove Payment Block';b'Clear Invoice'
15065;2;b'Clear Invoice';b'Clear Invoice'
15066;2;b'Record Goods Receipt';b'Record Goods Receipt'
15067;2;b'Record Invoice Receipt';b'Record Goods Receipt'
15068;2;b'Record Goods Receipt';b'Record Goods Receipt'
15069;2;b'Clear Invoice';b'Clear Invoice'
15070;2;b'Record Goods Receipt';b'Clear Invoice'
15071;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15072;2;b'Change Quantity';b'Record Goods Receipt'
15073;2;b'Record Goods Receipt';b'Record Goods Receipt'
15074;2;b'Clear Invoice';b'Clear Invoice'
15075;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15076;2;b'Record Goods Receipt';b'Record Goods Receipt'
15077;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15078;2;b'Record Goods Receipt';b'Record Goods Receipt'
15079;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15080;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15081;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15082;2;b'Receive Order Confirmation';b'Record Goods Receipt'
15083;2;b'Record Goods Receipt';b'Record Goods Receipt'
15084;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15085;2;b'Clear Invoice';b'Clear Invoice'
15086;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15087;2;b'Change Approval for Purchase Order';b'Change Approval for Purchase Order'
15088;2;b'Record Goods Receipt';b'Record Goods Receipt'
15089;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15090;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15091;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15092;2;b'Clear Invoice';b'Clear Invoice'
15093;2;b'Record Goods Receipt';b'Clear Invoice'
15094;2;b'Clear Invoice';b'Clear Invoice'
15095;2;b'!';b'Record Invoice Receipt'
15096;2;b'Record Goods Receipt';b'Record Goods Receipt'
15097;2;b'Remove Payment Block';b'Clear Invoice'
15098;2;b'Record Goods Receipt';b'Clear Invoice'
15099;2;b'Record Goods Receipt';b'Record Goods Receipt'
15100;2;b'Clear Invoice';b'Clear Invoice'
15101;2;b'Clear Invoice';b'Clear Invoice'
15102;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15103;2;b'Record Goods Receipt';b'Record Goods Receipt'
15104;2;b'Record Goods Receipt';b'Record Goods Receipt'
15105;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15106;2;b'Record Goods Receipt';b'Record Goods Receipt'
15107;2;b'Record Goods Receipt';b'Record Goods Receipt'
15108;2;b'!';b'!'
15109;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15110;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15111;2;b'Record Goods Receipt';b'Record Goods Receipt'
15112;2;b'Record Goods Receipt';b'Record Goods Receipt'
15113;2;b'Record Goods Receipt';b'Record Goods Receipt'
15114;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15115;2;b'Record Goods Receipt';b'Record Goods Receipt'
15116;2;b'!';b'!'
15117;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15118;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15119;2;b'Clear Invoice';b'Clear Invoice'
15120;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15121;2;b'Record Invoice Receipt';b'Record Goods Receipt'
15122;2;b'Receive Order Confirmation';b'Record Goods Receipt'
15124;2;b'Record Goods Receipt';b'Record Goods Receipt'
15125;2;b'Record Goods Receipt';b'Record Goods Receipt'
15126;2;b'Record Goods Receipt';b'Record Goods Receipt'
15127;2;b'Record Goods Receipt';b'Record Goods Receipt'
15128;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15129;2;b'Record Goods Receipt';b'Record Goods Receipt'
15130;2;b'Clear Invoice';b'Clear Invoice'
15131;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15132;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15133;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15134;2;b'Record Goods Receipt';b'Clear Invoice'
15135;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15136;2;b'!';b'!'
15137;2;b'Change Quantity';b'Record Invoice Receipt'
15138;2;b'!';b'Clear Invoice'
15139;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15140;2;b'Record Goods Receipt';b'Record Goods Receipt'
15141;2;b'!';b'Record Invoice Receipt'
15142;2;b'Record Goods Receipt';b'Clear Invoice'
15143;2;b'!';b'!'
15144;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15145;2;b'Record Goods Receipt';b'Record Goods Receipt'
15146;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15147;2;b'Record Goods Receipt';b'Record Goods Receipt'
15148;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15149;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15150;2;b'Record Goods Receipt';b'Record Goods Receipt'
15151;2;b'Record Goods Receipt';b'Record Goods Receipt'
15152;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15153;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15154;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15155;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15156;2;b'!';b'Record Invoice Receipt'
15157;2;b'Record Goods Receipt';b'Record Goods Receipt'
15158;2;b'Record Goods Receipt';b'Record Goods Receipt'
15159;2;b'Change Quantity';b'Record Goods Receipt'
15160;2;b'Record Goods Receipt';b'Record Goods Receipt'
15161;2;b'Record Goods Receipt';b'Record Goods Receipt'
15162;2;b'!';b'!'
15163;2;b'Clear Invoice';b'Clear Invoice'
15164;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
15165;2;b'!';b'!'
15166;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
