CaseID;Prefix length;Ground truth;Predicted
2494;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2495;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2496;2;b'Clear Invoice';b'Clear Invoice'
2497;2;b'!';b'Record Invoice Receipt'
2498;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2499;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2500;2;b'Record Goods Receipt';b'Record Goods Receipt'
2501;2;b'Record Goods Receipt';b'Record Goods Receipt'
2502;2;b'Record Goods Receipt';b'Record Goods Receipt'
2503;2;b'Clear Invoice';b'Clear Invoice'
2504;2;b'!';b'Record Invoice Receipt'
2505;2;b'Record Goods Receipt';b'Clear Invoice'
2506;2;b'Clear Invoice';b'Clear Invoice'
2507;2;b'Record Goods Receipt';b'Record Goods Receipt'
2508;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2509;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2510;2;b'!';b'Record Invoice Receipt'
2511;2;b'!';b'!'
2512;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2513;2;b'Record Goods Receipt';b'Record Goods Receipt'
2514;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2515;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2516;2;b'Remove Payment Block';b'Clear Invoice'
2517;2;b'!';b'Record Invoice Receipt'
2518;2;b'Record Goods Receipt';b'Record Goods Receipt'
2519;2;b'Record Goods Receipt';b'Record Goods Receipt'
2520;2;b'Record Goods Receipt';b'Clear Invoice'
2521;2;b'Delete Purchase Order Item';b'Reactivate Purchase Order Item'
2522;2;b'Receive Order Confirmation';b'Record Goods Receipt'
2523;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2524;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2525;2;b'Receive Order Confirmation';b'Record Goods Receipt'
2527;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2528;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2529;2;b'Clear Invoice';b'Clear Invoice'
2530;2;b'Clear Invoice';b'Clear Invoice'
2531;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2532;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2533;2;b'Record Goods Receipt';b'Record Goods Receipt'
2534;2;b'Record Goods Receipt';b'Record Goods Receipt'
2535;2;b'Record Goods Receipt';b'Clear Invoice'
2536;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2537;2;b'Record Invoice Receipt';b'Remove Payment Block'
2538;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2539;2;b'Clear Invoice';b'Clear Invoice'
2540;2;b'Record Goods Receipt';b'Record Goods Receipt'
2541;2;b'Record Goods Receipt';b'Record Goods Receipt'
2542;2;b'Record Goods Receipt';b'Record Goods Receipt'
2543;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2544;2;b'Clear Invoice';b'Record Invoice Receipt'
2545;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2546;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2547;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2548;2;b'Clear Invoice';b'Clear Invoice'
2549;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2550;2;b'Record Goods Receipt';b'Record Goods Receipt'
2551;2;b'Record Goods Receipt';b'Record Goods Receipt'
2552;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2553;2;b'Record Goods Receipt';b'Record Invoice Receipt'
2554;2;b'Record Goods Receipt';b'Record Goods Receipt'
2555;2;b'Change Currency';b'Record Goods Receipt'
2556;2;b'!';b'Record Invoice Receipt'
2557;2;b'!';b'Record Invoice Receipt'
2558;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2559;2;b'Record Goods Receipt';b'Record Goods Receipt'
2560;2;b'Remove Payment Block';b'Clear Invoice'
2561;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2562;2;b'!';b'Record Goods Receipt'
2563;2;b'Record Goods Receipt';b'Record Goods Receipt'
2565;2;b'Clear Invoice';b'Record Invoice Receipt'
2566;2;b'Record Goods Receipt';b'Record Goods Receipt'
2567;2;b'Record Invoice Receipt';b'Clear Invoice'
2568;2;b'Change Approval for Purchase Order';b'Change Approval for Purchase Order'
2569;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
2570;2;b'Record Goods Receipt';b'Record Goods Receipt'
