CaseID;Prefix length;Ground truth;Predicted
19952;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19953;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19954;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19955;2;b'!';b'Clear Invoice'
19957;2;b'!';b'Record Invoice Receipt'
19958;2;b'!';b'Record Invoice Receipt'
19959;2;b'Record Goods Receipt';b'Record Goods Receipt'
19960;2;b'Record Goods Receipt';b'Record Invoice Receipt'
19961;2;b'Record Invoice Receipt';b'Record Goods Receipt'
19962;2;b'Record Goods Receipt';b'Record Goods Receipt'
19963;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19964;2;b'!';b'!'
19965;2;b'Record Goods Receipt';b'Clear Invoice'
19966;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19967;2;b'Record Goods Receipt';b'Record Goods Receipt'
19968;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19969;2;b'Remove Payment Block';b'Clear Invoice'
19970;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19971;2;b'Record Goods Receipt';b'Record Goods Receipt'
19972;2;b'Record Goods Receipt';b'Record Goods Receipt'
19973;2;b'Record Goods Receipt';b'Record Goods Receipt'
19974;2;b'Clear Invoice';b'Record Invoice Receipt'
19975;2;b'Clear Invoice';b'Record Invoice Receipt'
19977;2;b'Record Goods Receipt';b'Record Invoice Receipt'
19978;2;b'Record Goods Receipt';b'Record Goods Receipt'
19979;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
19980;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19981;2;b'!';b'Record Invoice Receipt'
19982;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19983;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19984;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19985;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19986;2;b'Record Goods Receipt';b'Record Goods Receipt'
19987;2;b'Record Goods Receipt';b'Record Invoice Receipt'
19988;2;b'Record Goods Receipt';b'Record Goods Receipt'
19989;2;b'Record Goods Receipt';b'Record Goods Receipt'
19990;2;b'Clear Invoice';b'Clear Invoice'
19991;2;b'Record Goods Receipt';b'Record Goods Receipt'
19992;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19993;2;b'Record Goods Receipt';b'Clear Invoice'
19994;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19995;2;b'!';b'Record Invoice Receipt'
19996;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19997;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19998;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
19999;2;b'Change Approval for Purchase Order';b'Change Approval for Purchase Order'
20000;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
20001;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
20002;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
20003;2;b'Clear Invoice';b'Clear Invoice'
20004;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
20005;2;b'Record Goods Receipt';b'Record Goods Receipt'
20006;2;b'Clear Invoice';b'Clear Invoice'
20007;2;b'Cancel Goods Receipt';b'Record Invoice Receipt'
20008;2;b'Record Goods Receipt';b'Record Goods Receipt'
20009;2;b'Record Goods Receipt';b'Record Goods Receipt'
20010;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
20011;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
