CaseID;Prefix length;Ground truth;Predicted
1832;2;b'Resolve ticket';b'Resolve ticket'
1833;2;b'Resolve ticket';b'Resolve ticket'
1834;2;b'Resolve ticket';b'Resolve ticket'
1835;2;b'Resolve ticket';b'Resolve ticket'
1836;2;b'Resolve ticket';b'Resolve ticket'
1837;2;b'Resolve ticket';b'Resolve ticket'
1838;2;b'Take in charge ticket';b'Take in charge ticket'
1839;2;b'Take in charge ticket';b'Take in charge ticket'
1840;2;b'Resolve ticket';b'Resolve ticket'
1841;2;b'Resolve ticket';b'Resolve ticket'
1842;2;b'Resolve ticket';b'Take in charge ticket'
1843;2;b'Wait';b'Resolve ticket'
1844;2;b'Take in charge ticket';b'Resolve ticket'
1845;2;b'Wait';b'Resolve ticket'
1846;2;b'Resolve ticket';b'Resolve ticket'
1847;2;b'Wait';b'Resolve ticket'
1848;2;b'Wait';b'Resolve ticket'
1849;2;b'Take in charge ticket';b'Take in charge ticket'
1850;2;b'Resolve ticket';b'Resolve ticket'
1851;2;b'Resolve ticket';b'Resolve ticket'
1852;2;b'Resolve ticket';b'Resolve ticket'
1853;2;b'Wait';b'Resolve ticket'
1854;2;b'Take in charge ticket';b'Take in charge ticket'
1855;2;b'Wait';b'Resolve ticket'
1856;2;b'Resolve ticket';b'Resolve ticket'
1857;2;b'Closed';b'Resolve ticket'
1858;2;b'Resolve ticket';b'Resolve ticket'
1859;2;b'Wait';b'Resolve ticket'
1860;2;b'Take in charge ticket';b'Take in charge ticket'
1861;2;b'Resolve ticket';b'Resolve ticket'
1862;2;b'Resolve ticket';b'Resolve ticket'
1863;2;b'Resolve ticket';b'Resolve ticket'
1864;2;b'Wait';b'Resolve ticket'
1865;2;b'Resolve ticket';b'Resolve ticket'
1866;2;b'Take in charge ticket';b'Resolve ticket'
1867;2;b'Wait';b'Resolve ticket'
1868;2;b'Resolve ticket';b'Resolve ticket'
1869;2;b'Resolve ticket';b'Resolve ticket'
1870;2;b'Resolve ticket';b'Resolve ticket'
1871;2;b'Resolve ticket';b'Resolve ticket'
1872;2;b'Resolve ticket';b'Resolve ticket'
1873;2;b'Take in charge ticket';b'Take in charge ticket'
1874;2;b'Wait';b'Resolve ticket'
1875;2;b'Resolve ticket';b'Resolve ticket'
1876;2;b'Take in charge ticket';b'Resolve ticket'
1877;2;b'Resolve ticket';b'Resolve ticket'
1878;2;b'Resolve ticket';b'Resolve ticket'
1879;2;b'Resolve ticket';b'Resolve ticket'
1880;2;b'Resolve ticket';b'Resolve ticket'
1881;2;b'Resolve ticket';b'Resolve ticket'
1882;2;b'Resolve ticket';b'Resolve ticket'
1883;2;b'Wait';b'Resolve ticket'
1884;2;b'Wait';b'Resolve ticket'
1885;2;b'Resolve ticket';b'Resolve ticket'
1886;2;b'Resolve ticket';b'Resolve ticket'
1887;2;b'Closed';b'Resolve ticket'
1888;2;b'Resolve ticket';b'Resolve ticket'
1889;2;b'Resolve ticket';b'Resolve ticket'
1890;2;b'Resolve ticket';b'Resolve ticket'
1891;2;b'Wait';b'Resolve ticket'
1892;2;b'Closed';b'Resolve ticket'
1893;2;b'Resolve ticket';b'Resolve ticket'
1894;2;b'Resolve ticket';b'Resolve ticket'
1895;2;b'Resolve ticket';b'Resolve ticket'
1896;2;b'Resolve ticket';b'Resolve ticket'
1897;2;b'Wait';b'Resolve ticket'
1898;2;b'Wait';b'Resolve ticket'
1899;2;b'Wait';b'Resolve ticket'
1900;2;b'Wait';b'Resolve ticket'
1901;2;b'Resolve ticket';b'Resolve ticket'
1902;2;b'Wait';b'Resolve ticket'
1903;2;b'Resolve ticket';b'Resolve ticket'
1904;2;b'Resolve ticket';b'Resolve ticket'
1905;2;b'Resolve ticket';b'Resolve ticket'
1906;2;b'Resolve ticket';b'Resolve ticket'
1907;2;b'Wait';b'Resolve ticket'
1908;2;b'Resolve ticket';b'Resolve ticket'
1909;2;b'Resolve ticket';b'Resolve ticket'
1910;2;b'Resolve ticket';b'Resolve ticket'
1911;2;b'Wait';b'Resolve ticket'
1912;2;b'Resolve ticket';b'Resolve ticket'
1913;2;b'Resolve ticket';b'Resolve ticket'
1914;2;b'Resolve ticket';b'Resolve ticket'
1915;2;b'Wait';b'Resolve ticket'
1916;2;b'Closed';b'Resolve ticket'
1917;2;b'Closed';b'Resolve ticket'
1918;2;b'Wait';b'Resolve ticket'
1919;2;b'Resolve ticket';b'Resolve ticket'
1920;2;b'Resolve ticket';b'Resolve ticket'
1921;2;b'Resolve ticket';b'Resolve ticket'
