CaseID;Prefix length;Ground truth;Predicted
22445;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22446;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22447;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22448;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22449;2;b'Remove Payment Block';b'Clear Invoice'
22450;2;b'Record Goods Receipt';b'Record Goods Receipt'
22451;2;b'!';b'!'
22452;2;b'!';b'Record Invoice Receipt'
22453;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22454;2;b'Record Goods Receipt';b'Record Goods Receipt'
22455;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22456;2;b'!';b'!'
22457;2;b'Record Goods Receipt';b'Record Goods Receipt'
22458;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22459;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22460;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22461;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22462;2;b'Record Goods Receipt';b'Record Goods Receipt'
22463;2;b'Record Goods Receipt';b'Record Goods Receipt'
22465;2;b'Clear Invoice';b'Record Invoice Receipt'
22466;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22467;2;b'!';b'!'
22468;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22469;2;b'Record Goods Receipt';b'Clear Invoice'
22470;2;b'Record Goods Receipt';b'Record Goods Receipt'
22471;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22472;2;b'Record Goods Receipt';b'Cancel Invoice Receipt'
22473;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22474;2;b'Clear Invoice';b'Clear Invoice'
22475;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22476;2;b'Remove Payment Block';b'Clear Invoice'
22477;2;b'Change Quantity';b'Record Invoice Receipt'
22478;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22479;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
22480;2;b'Record Goods Receipt';b'Record Goods Receipt'
22481;2;b'Record Goods Receipt';b'Record Goods Receipt'
22482;2;b'Record Goods Receipt';b'Record Goods Receipt'
22483;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22484;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22485;2;b'Record Goods Receipt';b'Record Invoice Receipt'
22486;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22487;2;b'Record Goods Receipt';b'Record Goods Receipt'
22488;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22490;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22491;2;b'Change Quantity';b'Record Goods Receipt'
22492;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22493;2;b'Record Goods Receipt';b'Record Goods Receipt'
22494;2;b'Change Delivery Indicator';b'Clear Invoice'
22495;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22496;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22497;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22498;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22499;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22500;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22501;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22502;2;b'Clear Invoice';b'Clear Invoice'
22503;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22504;2;b'Record Goods Receipt';b'Record Goods Receipt'
22505;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22506;2;b'Remove Payment Block';b'Clear Invoice'
22507;2;b'Record Goods Receipt';b'Record Goods Receipt'
22508;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22509;2;b'Remove Payment Block';b'Clear Invoice'
22510;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22511;2;b'!';b'Record Invoice Receipt'
22512;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22513;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22514;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22515;2;b'!';b'Clear Invoice'
22516;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22517;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22518;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22519;2;b'Record Goods Receipt';b'Record Goods Receipt'
22520;2;b'Clear Invoice';b'Clear Invoice'
22521;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22523;2;b'Record Goods Receipt';b'Record Goods Receipt'
22524;2;b'Record Goods Receipt';b'Record Goods Receipt'
22525;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22526;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22527;2;b'Record Goods Receipt';b'Record Goods Receipt'
22528;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22529;2;b'Change Quantity';b'Record Goods Receipt'
22530;2;b'Record Goods Receipt';b'Record Goods Receipt'
22531;2;b'Clear Invoice';b'Clear Invoice'
22532;2;b'Clear Invoice';b'Clear Invoice'
22533;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22534;2;b'Clear Invoice';b'Clear Invoice'
22535;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22536;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22537;2;b'Record Goods Receipt';b'Record Goods Receipt'
22538;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22539;2;b'Record Goods Receipt';b'Record Goods Receipt'
22540;2;b'Clear Invoice';b'Clear Invoice'
22541;2;b'Remove Payment Block';b'Clear Invoice'
22542;2;b'!';b'!'
22543;2;b'!';b'Record Goods Receipt'
22544;2;b'Clear Invoice';b'Clear Invoice'
22545;2;b'Record Goods Receipt';b'Record Goods Receipt'
22546;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22547;2;b'Record Goods Receipt';b'Record Goods Receipt'
22548;2;b'Record Goods Receipt';b'Record Goods Receipt'
22549;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22550;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22551;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22552;2;b'Record Goods Receipt';b'Clear Invoice'
22553;2;b'Record Goods Receipt';b'Record Goods Receipt'
22554;2;b'Change Quantity';b'Record Invoice Receipt'
22555;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22556;2;b'Clear Invoice';b'Clear Invoice'
22557;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22558;2;b'Record Goods Receipt';b'Record Goods Receipt'
22559;2;b'Remove Payment Block';b'Clear Invoice'
22560;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22561;2;b'Record Invoice Receipt';b'Clear Invoice'
22562;2;b'Record Goods Receipt';b'Record Goods Receipt'
22563;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22564;2;b'Change Quantity';b'Record Goods Receipt'
22565;2;b'Record Goods Receipt';b'Record Goods Receipt'
22566;2;b'Record Goods Receipt';b'Record Goods Receipt'
22567;2;b'!';b'!'
22568;2;b'!';b'Record Invoice Receipt'
22569;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22570;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22571;2;b'Record Goods Receipt';b'Record Goods Receipt'
22572;2;b'!';b'Record Goods Receipt'
22573;2;b'Record Goods Receipt';b'Record Goods Receipt'
22574;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22575;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22576;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22577;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22578;2;b'Change Quantity';b'Record Goods Receipt'
22579;2;b'Record Goods Receipt';b'Record Goods Receipt'
22580;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22581;2;b'Receive Order Confirmation';b'Record Goods Receipt'
22582;2;b'Record Goods Receipt';b'Record Goods Receipt'
22583;2;b'Record Goods Receipt';b'Record Goods Receipt'
22584;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22585;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22586;2;b'Record Goods Receipt';b'Record Goods Receipt'
22587;2;b'!';b'Record Invoice Receipt'
22588;2;b'!';b'Record Invoice Receipt'
22589;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22590;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22591;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22592;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22593;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22594;2;b'Change Quantity';b'Record Goods Receipt'
22595;2;b'Record Goods Receipt';b'Record Goods Receipt'
22596;2;b'!';b'Record Invoice Receipt'
22597;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22598;2;b'!';b'!'
22599;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
22600;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22601;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22602;2;b'Record Goods Receipt';b'Record Goods Receipt'
22603;2;b'Record Goods Receipt';b'Record Goods Receipt'
22604;2;b'Change Price';b'Record Invoice Receipt'
22605;2;b'Record Goods Receipt';b'Record Goods Receipt'
22606;2;b'Record Goods Receipt';b'Record Goods Receipt'
22607;2;b'Record Goods Receipt';b'Record Goods Receipt'
22608;2;b'Clear Invoice';b'Clear Invoice'
22609;2;b'Delete Purchase Order Item';b'Record Invoice Receipt'
22610;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22611;2;b'Record Goods Receipt';b'Record Goods Receipt'
22612;2;b'Update Order Confirmation';b'Record Goods Receipt'
22613;2;b'Record Goods Receipt';b'Record Goods Receipt'
22614;2;b'Record Goods Receipt';b'Clear Invoice'
22615;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22616;2;b'Record Goods Receipt';b'Record Goods Receipt'
22617;2;b'!';b'!'
22618;2;b'Record Goods Receipt';b'Clear Invoice'
22619;2;b'Record Goods Receipt';b'Record Goods Receipt'
22620;2;b'Clear Invoice';b'Clear Invoice'
22621;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22622;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22623;2;b'Clear Invoice';b'Clear Invoice'
22624;2;b'Clear Invoice';b'Clear Invoice'
22626;2;b'Record Goods Receipt';b'Record Goods Receipt'
22627;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22628;2;b'Record Goods Receipt';b'Clear Invoice'
22629;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22630;2;b'Receive Order Confirmation';b'Record Goods Receipt'
22631;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22632;2;b'Clear Invoice';b'Clear Invoice'
22633;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22634;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
22635;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22636;2;b'Change Quantity';b'Record Goods Receipt'
22637;2;b'!';b'Record Invoice Receipt'
22638;2;b'Clear Invoice';b'Record Invoice Receipt'
22639;2;b'!';b'Record Goods Receipt'
22640;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22641;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22642;2;b'Clear Invoice';b'Clear Invoice'
22643;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22644;2;b'Record Goods Receipt';b'Record Goods Receipt'
22645;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22646;2;b'Record Goods Receipt';b'Record Goods Receipt'
22647;2;b'Record Goods Receipt';b'Record Goods Receipt'
22648;2;b'Record Goods Receipt';b'Record Invoice Receipt'
22649;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22650;2;b'!';b'Clear Invoice'
22651;2;b'Record Goods Receipt';b'Record Goods Receipt'
22652;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22653;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22654;2;b'Remove Payment Block';b'Clear Invoice'
22655;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22656;2;b'Record Goods Receipt';b'Record Goods Receipt'
22657;2;b'Record Goods Receipt';b'Record Goods Receipt'
22658;2;b'!';b'Clear Invoice'
22659;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22660;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22661;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22662;2;b'Receive Order Confirmation';b'Record Goods Receipt'
22663;2;b'Record Goods Receipt';b'Record Goods Receipt'
22664;2;b'Record Goods Receipt';b'Record Invoice Receipt'
22665;2;b'Record Goods Receipt';b'Record Goods Receipt'
22666;2;b'Change Quantity';b'Record Goods Receipt'
22667;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22668;2;b'Change Approval for Purchase Order';b'Change Approval for Purchase Order'
22669;2;b'Change Quantity';b'Record Goods Receipt'
22670;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22671;2;b'Record Goods Receipt';b'Clear Invoice'
22672;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22673;2;b'Record Goods Receipt';b'Clear Invoice'
22674;2;b'Clear Invoice';b'Clear Invoice'
22675;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22676;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22677;2;b'!';b'!'
22678;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22679;2;b'Record Goods Receipt';b'Record Goods Receipt'
22680;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22681;2;b'Change Price';b'Record Goods Receipt'
22682;2;b'Clear Invoice';b'Clear Invoice'
22683;2;b'Record Goods Receipt';b'Clear Invoice'
22684;2;b'!';b'Record Invoice Receipt'
22685;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22686;2;b'!';b'Record Invoice Receipt'
22687;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22689;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22690;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22691;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22692;2;b'Record Goods Receipt';b'Record Goods Receipt'
22693;2;b'Record Goods Receipt';b'Record Goods Receipt'
22694;2;b'Record Goods Receipt';b'Record Goods Receipt'
22695;2;b'!';b'!'
22697;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22698;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22699;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22700;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22701;2;b'Record Goods Receipt';b'Record Goods Receipt'
22702;2;b'Record Goods Receipt';b'Record Goods Receipt'
22703;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22704;2;b'Record Goods Receipt';b'Record Goods Receipt'
22705;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22707;2;b'Change Price';b'Record Goods Receipt'
22708;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22709;2;b'Record Goods Receipt';b'Record Goods Receipt'
22710;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22711;2;b'Clear Invoice';b'Clear Invoice'
22712;2;b'Receive Order Confirmation';b'Record Goods Receipt'
22713;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22714;2;b'Record Goods Receipt';b'Record Goods Receipt'
22715;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22716;2;b'Record Goods Receipt';b'Record Goods Receipt'
22717;2;b'Record Goods Receipt';b'Record Goods Receipt'
22718;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22719;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22720;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22721;2;b'Change Quantity';b'Record Goods Receipt'
22722;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22723;2;b'Clear Invoice';b'Clear Invoice'
22724;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22725;2;b'Clear Invoice';b'Clear Invoice'
22726;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22727;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22728;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22729;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22730;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22731;2;b'Record Goods Receipt';b'Clear Invoice'
22732;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22733;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22734;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22735;2;b'Clear Invoice';b'Clear Invoice'
22736;2;b'Record Goods Receipt';b'Record Goods Receipt'
22737;2;b'Change Quantity';b'Record Goods Receipt'
22738;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22739;2;b'Record Goods Receipt';b'Record Goods Receipt'
22740;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22741;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22742;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22743;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22744;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22745;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
22746;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22747;2;b'Record Goods Receipt';b'Record Goods Receipt'
22749;2;b'Record Goods Receipt';b'Record Goods Receipt'
22750;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22751;2;b'!';b'Record Invoice Receipt'
22752;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22753;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22754;2;b'Remove Payment Block';b'Clear Invoice'
22755;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22756;2;b'Change Approval for Purchase Order';b'Change Approval for Purchase Order'
22758;2;b'Record Goods Receipt';b'Record Invoice Receipt'
22759;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22760;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22761;2;b'Change Price';b'Record Goods Receipt'
22762;2;b'!';b'!'
22763;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22764;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22766;2;b'!';b'!'
22767;2;b'Record Goods Receipt';b'Clear Invoice'
22768;2;b'Cancel Invoice Receipt';b'Record Invoice Receipt'
22769;2;b'Clear Invoice';b'Clear Invoice'
22770;2;b'!';b'Record Goods Receipt'
22771;2;b'Receive Order Confirmation';b'Record Goods Receipt'
22772;2;b'Record Goods Receipt';b'Record Goods Receipt'
22773;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22774;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22775;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22776;2;b'Update Order Confirmation';b'Record Goods Receipt'
22777;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22778;2;b'Clear Invoice';b'Clear Invoice'
22779;2;b'!';b'Record Invoice Receipt'
22780;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22781;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22782;2;b'Clear Invoice';b'Clear Invoice'
22783;2;b'Clear Invoice';b'Record Invoice Receipt'
22784;2;b'Record Goods Receipt';b'Record Goods Receipt'
22785;2;b'!';b'!'
22786;2;b'Record Goods Receipt';b'Record Goods Receipt'
22787;2;b'!';b'!'
22788;2;b'Record Goods Receipt';b'Record Goods Receipt'
22789;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22790;2;b'Change Price';b'Record Goods Receipt'
22791;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22792;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22793;2;b'Remove Payment Block';b'Clear Invoice'
22794;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22795;2;b'!';b'!'
22796;2;b'Record Invoice Receipt';b'Record Goods Receipt'
22797;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22798;2;b'Record Goods Receipt';b'Record Goods Receipt'
22799;2;b'Clear Invoice';b'Clear Invoice'
22800;2;b'Record Goods Receipt';b'Record Goods Receipt'
22801;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22802;2;b'Record Invoice Receipt';b'Change Approval for Purchase Order'
22803;2;b'Record Goods Receipt';b'Record Goods Receipt'
22804;2;b'Record Goods Receipt';b'Record Goods Receipt'
22805;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22806;2;b'Delete Purchase Order Item';b'Record Goods Receipt'
22807;2;b'Receive Order Confirmation';b'Record Goods Receipt'
22808;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
22809;2;b'!';b'!'
22810;2;b'Record Goods Receipt';b'Record Goods Receipt'
