CaseID;Prefix length;Ground truth;Predicted
0;2;b'Change Price';b'Record Goods Receipt'
1;2;b'Record Goods Receipt';b'Clear Invoice'
2;2;b'Clear Invoice';b'Clear Invoice'
3;2;b'Record Goods Receipt';b'Record Goods Receipt'
4;2;b'Record Goods Receipt';b'Clear Invoice'
5;2;b'Change Delivery Indicator';b'Clear Invoice'
6;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
7;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
8;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
9;2;b'Clear Invoice';b'Record Invoice Receipt'
10;2;b'!';b'Record Invoice Receipt'
11;2;b'Remove Payment Block';b'Clear Invoice'
12;2;b'Record Goods Receipt';b'Record Goods Receipt'
13;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
14;2;b'Record Invoice Receipt';b'Record Goods Receipt'
15;2;b'Receive Order Confirmation';b'Record Goods Receipt'
16;2;b'Clear Invoice';b'Clear Invoice'
17;2;b'Record Invoice Receipt';b'Record Goods Receipt'
18;2;b'Record Invoice Receipt';b'Record Goods Receipt'
19;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
20;2;b'Record Goods Receipt';b'Record Goods Receipt'
21;2;b'Record Goods Receipt';b'Clear Invoice'
22;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
23;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
24;2;b'Change Quantity';b'Clear Invoice'
25;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
26;2;b'!';b'Record Goods Receipt'
27;2;b'Record Goods Receipt';b'Record Goods Receipt'
28;2;b'Record Goods Receipt';b'Record Goods Receipt'
29;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
30;2;b'Clear Invoice';b'Clear Invoice'
31;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
32;2;b'Record Goods Receipt';b'Record Goods Receipt'
33;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
34;2;b'Remove Payment Block';b'Record Invoice Receipt'
35;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
36;2;b'!';b'Record Invoice Receipt'
37;2;b'Record Goods Receipt';b'Record Goods Receipt'
38;2;b'Record Goods Receipt';b'Record Goods Receipt'
39;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
40;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
41;2;b'!';b'Record Invoice Receipt'
42;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
43;2;b'!';b'Record Goods Receipt'
44;2;b'!';b'Record Goods Receipt'
45;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
46;2;b'Record Goods Receipt';b'Record Goods Receipt'
47;2;b'Clear Invoice';b'Clear Invoice'
48;2;b'!';b'Record Invoice Receipt'
49;2;b'Record Goods Receipt';b'Record Goods Receipt'
50;2;b'Record Goods Receipt';b'Record Goods Receipt'
51;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
52;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
53;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
54;2;b'!';b'Record Invoice Receipt'
55;2;b'!';b'Clear Invoice'
56;2;b'Clear Invoice';b'Clear Invoice'
57;2;b'Record Goods Receipt';b'Record Invoice Receipt'
58;2;b'!';b'Record Invoice Receipt'
59;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
60;2;b'Remove Payment Block';b'Clear Invoice'
61;2;b'Remove Payment Block';b'Remove Payment Block'
62;2;b'Change Price';b'Record Invoice Receipt'
63;2;b'Record Goods Receipt';b'Record Invoice Receipt'
64;2;b'Record Goods Receipt';b'Record Goods Receipt'
65;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
66;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
67;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
68;2;b'Record Goods Receipt';b'Record Goods Receipt'
69;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
70;2;b'Record Goods Receipt';b'Record Goods Receipt'
71;2;b'Receive Order Confirmation';b'Record Invoice Receipt'
72;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
73;2;b'Cancel Invoice Receipt';b'Clear Invoice'
74;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
75;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
76;2;b'Clear Invoice';b'Clear Invoice'
77;2;b'Receive Order Confirmation';b'Record Goods Receipt'
78;2;b'Record Goods Receipt';b'Record Goods Receipt'
79;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
80;2;b'Clear Invoice';b'Record Invoice Receipt'
81;2;b'!';b'Clear Invoice'
82;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
83;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
84;2;b'Record Goods Receipt';b'Record Goods Receipt'
85;2;b'Record Invoice Receipt';b'Record Invoice Receipt'
86;2;b'!';b'!'
87;2;b'Record Goods Receipt';b'Record Goods Receipt'
