CaseID;Prefix length;Ground truth;Predicted
458;2;b'Resolve ticket';b'Resolve ticket'
459;2;b'Resolve ticket';b'Resolve ticket'
460;2;b'Wait';b'Resolve ticket'
461;2;b'Require upgrade';b'Resolve ticket'
462;2;b'Resolve ticket';b'Resolve ticket'
463;2;b'Resolve ticket';b'Resolve ticket'
464;2;b'Take in charge ticket';b'Take in charge ticket'
465;2;b'Resolve ticket';b'Resolve ticket'
466;2;b'Wait';b'Resolve ticket'
467;2;b'Wait';b'Resolve ticket'
468;2;b'Wait';b'Resolve ticket'
469;2;b'Wait';b'Resolve ticket'
470;2;b'Wait';b'Resolve ticket'
471;2;b'Resolve ticket';b'Resolve ticket'
472;2;b'Resolve ticket';b'Resolve ticket'
473;2;b'Assign seriousness';b'Take in charge ticket'
474;2;b'Resolve ticket';b'Resolve ticket'
475;2;b'Wait';b'Resolve ticket'
476;2;b'Resolve ticket';b'Resolve ticket'
477;2;b'Take in charge ticket';b'Take in charge ticket'
478;2;b'Closed';b'Closed'
479;2;b'Resolve ticket';b'Resolve ticket'
480;2;b'Resolve ticket';b'Resolve ticket'
481;2;b'Resolve ticket';b'Closed'
482;2;b'Resolve ticket';b'Resolve ticket'
483;2;b'Wait';b'Resolve ticket'
484;2;b'Take in charge ticket';b'Take in charge ticket'
485;2;b'Resolve ticket';b'Resolve ticket'
486;2;b'Resolve ticket';b'Resolve ticket'
487;2;b'Resolve ticket';b'Resolve ticket'
488;2;b'Resolve ticket';b'Resolve ticket'
489;2;b'Resolve ticket';b'Resolve ticket'
490;2;b'Wait';b'Resolve ticket'
491;2;b'Resolve ticket';b'Resolve ticket'
492;2;b'Resolve ticket';b'Resolve ticket'
493;2;b'Resolve ticket';b'Resolve ticket'
494;2;b'Resolve ticket';b'Resolve ticket'
495;2;b'Wait';b'Resolve ticket'
496;2;b'Resolve ticket';b'Resolve ticket'
497;2;b'Resolve ticket';b'Resolve ticket'
498;2;b'Resolve ticket';b'Resolve ticket'
499;2;b'Resolve ticket';b'Resolve ticket'
500;2;b'Take in charge ticket';b'Take in charge ticket'
501;2;b'Resolve ticket';b'Resolve ticket'
502;2;b'Create SW anomaly';b'Resolve ticket'
503;2;b'Wait';b'Resolve ticket'
504;2;b'Resolve ticket';b'Resolve ticket'
505;2;b'Require upgrade';b'Resolve ticket'
506;2;b'Resolve ticket';b'Resolve ticket'
507;2;b'Wait';b'Resolve ticket'
508;2;b'Wait';b'Resolve ticket'
509;2;b'Wait';b'Resolve ticket'
510;2;b'Resolve ticket';b'Resolve ticket'
511;2;b'Wait';b'Resolve ticket'
512;2;b'Resolve ticket';b'Resolve ticket'
513;2;b'Resolve ticket';b'Resolve ticket'
514;2;b'Resolve ticket';b'Resolve ticket'
515;2;b'Wait';b'Resolve ticket'
516;2;b'Take in charge ticket';b'Resolve ticket'
517;2;b'Resolve ticket';b'Resolve ticket'
518;2;b'Resolve ticket';b'Resolve ticket'
519;2;b'Resolve ticket';b'Resolve ticket'
520;2;b'Resolve ticket';b'Resolve ticket'
521;2;b'Wait';b'Resolve ticket'
522;2;b'Resolve ticket';b'Resolve ticket'
523;2;b'Resolve ticket';b'Resolve ticket'
524;2;b'Take in charge ticket';b'Take in charge ticket'
525;2;b'Wait';b'Resolve ticket'
526;2;b'Assign seriousness';b'Take in charge ticket'
527;2;b'Resolve ticket';b'Resolve ticket'
528;2;b'Wait';b'Take in charge ticket'
529;2;b'Wait';b'Resolve ticket'
530;2;b'Resolve ticket';b'Resolve ticket'
531;2;b'Resolve ticket';b'Resolve ticket'
532;2;b'Resolve ticket';b'Resolve ticket'
533;2;b'Resolve ticket';b'Resolve ticket'
534;2;b'Resolve ticket';b'Resolve ticket'
535;2;b'Resolve ticket';b'Resolve ticket'
536;2;b'Wait';b'Resolve ticket'
537;2;b'Resolve ticket';b'Resolve ticket'
538;2;b'Resolve ticket';b'Resolve ticket'
539;2;b'Resolve ticket';b'Resolve ticket'
540;2;b'Resolve ticket';b'Resolve ticket'
541;2;b'Resolve ticket';b'Resolve ticket'
542;2;b'Resolve ticket';b'Resolve ticket'
543;2;b'Resolve ticket';b'Resolve ticket'
544;2;b'Resolve ticket';b'Resolve ticket'
545;2;b'Resolve ticket';b'Resolve ticket'
546;2;b'Take in charge ticket';b'Take in charge ticket'
547;2;b'Wait';b'Resolve ticket'
548;2;b'Resolve ticket';b'Resolve ticket'
549;2;b'Closed';b'Closed'
550;2;b'Wait';b'Resolve ticket'
551;2;b'Resolve ticket';b'Resolve ticket'
552;2;b'Wait';b'Resolve ticket'
553;2;b'Closed';b'Closed'
554;2;b'Resolve ticket';b'Resolve ticket'
555;2;b'Closed';b'Closed'
556;2;b'Closed';b'Closed'
557;2;b'Take in charge ticket';b'Resolve ticket'
558;2;b'Wait';b'Resolve ticket'
559;2;b'Resolve ticket';b'Resolve ticket'
560;2;b'Resolve ticket';b'Resolve ticket'
561;2;b'Resolve ticket';b'Resolve ticket'
562;2;b'Resolve ticket';b'Resolve ticket'
563;2;b'Resolve ticket';b'Resolve ticket'
564;2;b'Wait';b'Resolve ticket'
565;2;b'Wait';b'Resolve ticket'
566;2;b'Resolve ticket';b'Resolve ticket'
567;2;b'Resolve ticket';b'Resolve ticket'
568;2;b'Take in charge ticket';b'Take in charge ticket'
569;2;b'Resolve ticket';b'Resolve ticket'
570;2;b'Wait';b'Resolve ticket'
571;2;b'Take in charge ticket';b'Take in charge ticket'
572;2;b'Wait';b'Resolve ticket'
573;2;b'Closed';b'Closed'
574;2;b'Wait';b'Resolve ticket'
575;2;b'Resolve ticket';b'Resolve ticket'
576;2;b'Take in charge ticket';b'Resolve ticket'
577;2;b'Closed';b'Closed'
578;2;b'Resolve ticket';b'Resolve ticket'
579;2;b'Resolve ticket';b'Resolve ticket'
580;2;b'Wait';b'Resolve ticket'
581;2;b'Resolve ticket';b'Resolve ticket'
582;2;b'Resolve ticket';b'Resolve ticket'
583;2;b'Wait';b'Resolve ticket'
584;2;b'Resolve ticket';b'Resolve ticket'
585;2;b'Resolve ticket';b'Resolve ticket'
586;2;b'Wait';b'Resolve ticket'
587;2;b'Resolve ticket';b'Resolve ticket'
588;2;b'Resolve ticket';b'Resolve ticket'
589;2;b'Resolve ticket';b'Resolve ticket'
590;2;b'Take in charge ticket';b'Take in charge ticket'
591;2;b'Closed';b'Closed'
592;2;b'Resolve ticket';b'Resolve ticket'
593;2;b'Resolve ticket';b'Resolve ticket'
594;2;b'Wait';b'Resolve ticket'
595;2;b'Resolve ticket';b'Resolve ticket'
596;2;b'Resolve ticket';b'Resolve ticket'
597;2;b'Take in charge ticket';b'Take in charge ticket'
598;2;b'Take in charge ticket';b'Take in charge ticket'
599;2;b'Resolve ticket';b'Resolve ticket'
600;2;b'Resolve ticket';b'Resolve ticket'
601;2;b'Wait';b'Resolve ticket'
602;2;b'Resolve ticket';b'Resolve ticket'
603;2;b'Closed';b'Closed'
604;2;b'Resolve ticket';b'Resolve ticket'
605;2;b'Resolve ticket';b'Resolve ticket'
606;2;b'Wait';b'Resolve ticket'
607;2;b'Wait';b'Resolve ticket'
608;2;b'Take in charge ticket';b'Take in charge ticket'
609;2;b'Resolve ticket';b'Resolve ticket'
610;2;b'Resolve ticket';b'Resolve ticket'
611;2;b'Take in charge ticket';b'Take in charge ticket'
612;2;b'Resolve ticket';b'Resolve ticket'
613;2;b'Resolve ticket';b'Resolve ticket'
614;2;b'Resolve ticket';b'Resolve ticket'
615;2;b'Resolve ticket';b'Resolve ticket'
616;2;b'Resolve ticket';b'Resolve ticket'
617;2;b'Resolve ticket';b'Resolve ticket'
618;2;b'Resolve ticket';b'Resolve ticket'
619;2;b'Wait';b'Resolve ticket'
620;2;b'Resolve ticket';b'Resolve ticket'
621;2;b'Create SW anomaly';b'Resolve ticket'
622;2;b'Wait';b'Resolve ticket'
623;2;b'Wait';b'Resolve ticket'
624;2;b'Resolve ticket';b'Resolve ticket'
625;2;b'Wait';b'Resolve ticket'
626;2;b'Resolve ticket';b'Resolve ticket'
627;2;b'Wait';b'Resolve ticket'
628;2;b'Closed';b'Closed'
629;2;b'Resolve ticket';b'Resolve ticket'
630;2;b'Take in charge ticket';b'Resolve ticket'
631;2;b'Resolve ticket';b'Resolve ticket'
632;2;b'Resolve ticket';b'Resolve ticket'
633;2;b'Resolve ticket';b'Resolve ticket'
634;2;b'Take in charge ticket';b'Take in charge ticket'
635;2;b'Wait';b'Resolve ticket'
636;2;b'Resolve ticket';b'Resolve ticket'
637;2;b'Wait';b'Resolve ticket'
638;2;b'Wait';b'Resolve ticket'
639;2;b'Resolve ticket';b'Resolve ticket'
640;2;b'Closed';b'Closed'
641;2;b'Take in charge ticket';b'Take in charge ticket'
642;2;b'Resolve ticket';b'Resolve ticket'
643;2;b'Closed';b'Closed'
644;2;b'Resolve ticket';b'Resolve ticket'
645;2;b'Wait';b'Resolve ticket'
646;2;b'Resolve ticket';b'Resolve ticket'
647;2;b'Resolve ticket';b'Resolve ticket'
648;2;b'Resolve ticket';b'Resolve ticket'
649;2;b'Resolve ticket';b'Resolve ticket'
650;2;b'Take in charge ticket';b'Take in charge ticket'
651;2;b'Resolve ticket';b'Resolve ticket'
652;2;b'Resolve ticket';b'Take in charge ticket'
653;2;b'Resolve ticket';b'Resolve ticket'
654;2;b'Resolve ticket';b'Resolve ticket'
655;2;b'Wait';b'Resolve ticket'
656;2;b'Resolve ticket';b'Resolve ticket'
657;2;b'Resolve ticket';b'Resolve ticket'
658;2;b'Resolve ticket';b'Resolve ticket'
659;2;b'Wait';b'Resolve ticket'
660;2;b'Take in charge ticket';b'Take in charge ticket'
661;2;b'Resolve ticket';b'Resolve ticket'
662;2;b'Resolve ticket';b'Resolve ticket'
663;2;b'Wait';b'Resolve ticket'
664;2;b'Take in charge ticket';b'Take in charge ticket'
665;2;b'Take in charge ticket';b'Take in charge ticket'
666;2;b'Resolve ticket';b'Resolve ticket'
667;2;b'Resolve ticket';b'Resolve ticket'
668;2;b'Resolve ticket';b'Resolve ticket'
669;2;b'Resolve ticket';b'Resolve ticket'
670;2;b'Take in charge ticket';b'Take in charge ticket'
671;2;b'Take in charge ticket';b'Take in charge ticket'
672;2;b'Resolve ticket';b'Resolve ticket'
673;2;b'Wait';b'Resolve ticket'
674;2;b'Wait';b'Resolve ticket'
675;2;b'Resolve ticket';b'Resolve ticket'
676;2;b'Take in charge ticket';b'Take in charge ticket'
677;2;b'Wait';b'Resolve ticket'
678;2;b'Resolve ticket';b'Resolve ticket'
679;2;b'Resolve ticket';b'Resolve ticket'
680;2;b'Resolve ticket';b'Resolve ticket'
681;2;b'Resolve ticket';b'Resolve ticket'
682;2;b'Resolve ticket';b'Resolve ticket'
683;2;b'Resolve ticket';b'Resolve ticket'
684;2;b'Resolve ticket';b'Resolve ticket'
685;2;b'Resolve ticket';b'Resolve ticket'
686;2;b'Resolve ticket';b'Resolve ticket'
687;2;b'Take in charge ticket';b'Take in charge ticket'
688;2;b'Resolve ticket';b'Resolve ticket'
689;2;b'Take in charge ticket';b'Take in charge ticket'
690;2;b'Resolve ticket';b'Resolve ticket'
691;2;b'Resolve ticket';b'Resolve ticket'
692;2;b'Resolve ticket';b'Resolve ticket'
693;2;b'Resolve ticket';b'Resolve ticket'
694;2;b'Wait';b'Resolve ticket'
695;2;b'Resolve ticket';b'Resolve ticket'
696;2;b'Resolve ticket';b'Resolve ticket'
697;2;b'Resolve ticket';b'Resolve ticket'
698;2;b'Wait';b'Resolve ticket'
699;2;b'Resolve ticket';b'Closed'
700;2;b'Resolve ticket';b'Resolve ticket'
701;2;b'Resolve ticket';b'Resolve ticket'
702;2;b'Wait';b'Resolve ticket'
703;2;b'Resolve ticket';b'Resolve ticket'
704;2;b'Closed';b'Closed'
705;2;b'Resolve ticket';b'Resolve ticket'
706;2;b'Resolve ticket';b'Resolve ticket'
707;2;b'Wait';b'Resolve ticket'
708;2;b'Take in charge ticket';b'Take in charge ticket'
709;2;b'Resolve ticket';b'Resolve ticket'
710;2;b'Resolve ticket';b'Resolve ticket'
711;2;b'Wait';b'Resolve ticket'
712;2;b'Take in charge ticket';b'Take in charge ticket'
713;2;b'Resolve ticket';b'Resolve ticket'
714;2;b'Wait';b'Resolve ticket'
715;2;b'Resolve ticket';b'Resolve ticket'
716;2;b'Resolve ticket';b'Resolve ticket'
717;2;b'Resolve ticket';b'Resolve ticket'
718;2;b'Resolve ticket';b'Resolve ticket'
719;2;b'Resolve ticket';b'Resolve ticket'
720;2;b'Resolve ticket';b'Resolve ticket'
721;2;b'Resolve ticket';b'Resolve ticket'
722;2;b'Resolve ticket';b'Resolve ticket'
723;2;b'Resolve ticket';b'Resolve ticket'
724;2;b'Assign seriousness';b'Take in charge ticket'
725;2;b'Resolve ticket';b'Resolve ticket'
726;2;b'Resolve ticket';b'Resolve ticket'
727;2;b'Resolve ticket';b'Resolve ticket'
728;2;b'Resolve ticket';b'Resolve ticket'
729;2;b'Wait';b'Resolve ticket'
730;2;b'Take in charge ticket';b'Resolve ticket'
731;2;b'Take in charge ticket';b'Take in charge ticket'
732;2;b'Resolve ticket';b'Resolve ticket'
733;2;b'Resolve ticket';b'Resolve ticket'
734;2;b'Resolve ticket';b'Resolve ticket'
735;2;b'Resolve ticket';b'Resolve ticket'
736;2;b'Resolve ticket';b'Resolve ticket'
737;2;b'Take in charge ticket';b'Take in charge ticket'
738;2;b'Resolve ticket';b'Resolve ticket'
739;2;b'Resolve ticket';b'Resolve ticket'
740;2;b'Resolve ticket';b'Resolve ticket'
741;2;b'Closed';b'Closed'
742;2;b'Resolve ticket';b'Resolve ticket'
743;2;b'Wait';b'Resolve ticket'
744;2;b'Resolve ticket';b'Resolve ticket'
745;2;b'Resolve ticket';b'Resolve ticket'
746;2;b'Wait';b'Resolve ticket'
747;2;b'Wait';b'Resolve ticket'
748;2;b'Wait';b'Resolve ticket'
749;2;b'Take in charge ticket';b'Take in charge ticket'
750;2;b'Assign seriousness';b'Take in charge ticket'
751;2;b'Resolve ticket';b'Resolve ticket'
752;2;b'Resolve ticket';b'Resolve ticket'
753;2;b'Wait';b'Resolve ticket'
754;2;b'Resolve ticket';b'Resolve ticket'
755;2;b'Resolve ticket';b'Resolve ticket'
756;2;b'Require upgrade';b'Resolve ticket'
757;2;b'Wait';b'Resolve ticket'
758;2;b'Take in charge ticket';b'Take in charge ticket'
759;2;b'Resolve ticket';b'Resolve ticket'
760;2;b'Resolve ticket';b'Resolve ticket'
761;2;b'Resolve ticket';b'Resolve ticket'
762;2;b'Resolve ticket';b'Resolve ticket'
763;2;b'Resolve ticket';b'Resolve ticket'
764;2;b'Resolve ticket';b'Resolve ticket'
765;2;b'Resolve ticket';b'Resolve ticket'
766;2;b'Resolve ticket';b'Resolve ticket'
767;2;b'Take in charge ticket';b'Resolve ticket'
768;2;b'Resolve ticket';b'Resolve ticket'
769;2;b'Wait';b'Resolve ticket'
770;2;b'Take in charge ticket';b'Take in charge ticket'
771;2;b'Resolve ticket';b'Resolve ticket'
772;2;b'Resolve ticket';b'Resolve ticket'
773;2;b'Take in charge ticket';b'Take in charge ticket'
774;2;b'Wait';b'Resolve ticket'
775;2;b'Resolve ticket';b'Resolve ticket'
776;2;b'Resolve ticket';b'Take in charge ticket'
777;2;b'Resolve ticket';b'Resolve ticket'
778;2;b'Wait';b'Resolve ticket'
779;2;b'Wait';b'Resolve ticket'
780;2;b'Resolve ticket';b'Resolve ticket'
781;2;b'Wait';b'Resolve ticket'
782;2;b'Resolve ticket';b'Resolve ticket'
