CaseID;Prefix length;Ground truth;Predicted
3664;2;b'Wait';b'Resolve ticket'
3665;2;b'Wait';b'Resolve ticket'
3666;2;b'Resolve ticket';b'Resolve ticket'
3667;2;b'Resolve ticket';b'Resolve ticket'
3668;2;b'Take in charge ticket';b'Take in charge ticket'
3669;2;b'Resolve ticket';b'Resolve ticket'
3670;2;b'Resolve ticket';b'Resolve ticket'
3671;2;b'Resolve ticket';b'Resolve ticket'
3672;2;b'Wait';b'Resolve ticket'
3673;2;b'Resolve ticket';b'Resolve ticket'
3674;2;b'Resolve ticket';b'Resolve ticket'
3675;2;b'Resolve ticket';b'Resolve ticket'
3676;2;b'Closed';b'Closed'
3677;2;b'Resolve ticket';b'Resolve ticket'
3678;2;b'Resolve ticket';b'Resolve ticket'
3679;2;b'Resolve ticket';b'Resolve ticket'
3680;2;b'Resolve ticket';b'Resolve ticket'
3681;2;b'Resolve ticket';b'Resolve ticket'
3682;2;b'Resolve ticket';b'Resolve ticket'
3683;2;b'Resolve ticket';b'Resolve ticket'
3684;2;b'Take in charge ticket';b'Take in charge ticket'
3685;2;b'Resolve ticket';b'Resolve ticket'
3686;2;b'Wait';b'Resolve ticket'
3687;2;b'Take in charge ticket';b'Take in charge ticket'
3688;2;b'Wait';b'Resolve ticket'
3689;2;b'Take in charge ticket';b'Take in charge ticket'
3690;2;b'Take in charge ticket';b'Take in charge ticket'
3691;2;b'Take in charge ticket';b'Closed'
3692;2;b'Resolve ticket';b'Resolve ticket'
3693;2;b'Closed';b'Closed'
3694;2;b'Resolve ticket';b'Resolve ticket'
3695;2;b'Wait';b'Resolve ticket'
3696;2;b'Wait';b'Resolve ticket'
3697;2;b'Resolve ticket';b'Resolve ticket'
3698;2;b'Resolve ticket';b'Resolve ticket'
3699;2;b'Resolve ticket';b'Resolve ticket'
3700;2;b'Resolve ticket';b'Resolve ticket'
3701;2;b'Resolve ticket';b'Take in charge ticket'
3702;2;b'Resolve ticket';b'Resolve ticket'
3703;2;b'Closed';b'Closed'
3704;2;b'Resolve ticket';b'Resolve ticket'
3705;2;b'Resolve ticket';b'Resolve ticket'
3706;2;b'Resolve ticket';b'Resolve ticket'
3707;2;b'Wait';b'Resolve ticket'
3708;2;b'Resolve ticket';b'Resolve ticket'
3709;2;b'Take in charge ticket';b'Take in charge ticket'
3710;2;b'Resolve ticket';b'Resolve ticket'
3711;2;b'Resolve ticket';b'Resolve ticket'
3712;2;b'Resolve ticket';b'Resolve ticket'
3713;2;b'Resolve ticket';b'Resolve ticket'
3714;2;b'Resolve ticket';b'Resolve ticket'
3715;2;b'Resolve ticket';b'Resolve ticket'
3716;2;b'Wait';b'Resolve ticket'
3717;2;b'Resolve ticket';b'Resolve ticket'
3718;2;b'Resolve ticket';b'Resolve ticket'
3719;2;b'Resolve ticket';b'Resolve ticket'
3720;2;b'Resolve ticket';b'Resolve ticket'
3721;2;b'Take in charge ticket';b'Take in charge ticket'
3722;2;b'Resolve ticket';b'Resolve ticket'
3723;2;b'Resolve ticket';b'Resolve ticket'
3724;2;b'Resolve ticket';b'Closed'
3725;2;b'Resolve ticket';b'Resolve ticket'
3726;2;b'Resolve ticket';b'Resolve ticket'
3727;2;b'Resolve ticket';b'Take in charge ticket'
3728;2;b'Closed';b'Closed'
3729;2;b'Resolve ticket';b'Resolve ticket'
3730;2;b'Resolve ticket';b'Resolve ticket'
